mid,province,gender,verified,retweet_mid_indicator,uid,retweet_uid_indicator,source,image,text,geo,created_at,delete_indicator,censor_indicator
m80vziuFTS,11,m,True,0,uDZTPAKNR,0,新浪微博,1,#达人投稿# 《世界六国大学生对考公务员态度》——在美国，3%大学生愿意报考公务员；在法国，是5.3%；在新加坡，只有2%。在日本，就业倾向公务员排在榜单第53位；在英国，公务员甚至进入20大厌恶职业榜；而在中国，76.4%的大学生愿意报考公务员——这么多人想为人民服务吗？（作者@uSIAHVKZN： ）,0,2012-08-02,1,1
mzqNU9Iu3x,11,m,True,1,u3JHE2M1C,0,新浪微博,0,不予受理，不出具法律文书，是渎职行为，可惜执法的是执法者本身，渎职有能奈何？全国人大有权监督，可惜。。。。哎！,0,2012-08-02,1,1
mGxsp3buLn,11,m,True,0,uLCMY22PK,0,新浪微博,1,【擅自封微博，新浪被判违约】2011年4月，余女士在新浪微博的账户先后两次被封，遂将新浪告上法庭。12月2日，海淀法院判决，新浪两度封锁微博用户行为不妥，应向余女士赔偿因违约造成的经济损失2520元。http://t.cn/zWNm6Y5,0,2012-08-02,1,1
mzqNe6jGf2,61,m,False,0,uDG0OTZGV,0,新浪微博,1,【笑话就已不是笑话】当官员可以包二奶睡明星，扫黄就是笑话；当官二代可以不努力当领导，廉政就是笑话；当皮鞋可以成酸奶，专家就是笑话；当衙内可以成批奔美帝，反美就是笑话；当学生削尖头考公务员，体制就是笑话；当网管疯狂地删帖子，赞美就是笑话；当这一切说了也没用，笑话就已不是笑话。,0,2012-08-02,1,1
mSFGKxB6lF,31,m,True,1,u3FTXHNOD,0,iPhone客户端,0,亚克西,0,2012-08-02,1,1
mHBDlithJb,44,f,True,1,uWWBGCTAD,0,新浪微博,0,回复@uDSH5HLA：  不是点那个【设置分组】项就可以的吗？难道我又被厚待了？ //@uDSH5HLA： [泪]我至今不能把你的微博分组到特别栏里，也伤害了我的感情。。。 //@uWWBGCTAD： 那屏蔽我的微博，也伤害了我和粉丝的感情。[泪],0,2012-08-02,1,1
mjBtCpumeo,81,m,True,1,uCBTJTMPK,0,新浪微博,0,左老板不是吹牛，新浪要正视！,0,2012-08-02,1,1
mL2dOe8457,44,f,True,1,uWWBGCTAD,0,新浪微博,0,那屏蔽我的微博，也伤害了我和粉丝的感情。[泪] //@uPA3D4FH4：  还有精神损害没有赔偿：“余女士说，她每天都会登录微博，倾注大量时间和感情，封闭微博伤害了她的感情。”//@u0VPNA0TQ：  学习！有用！//@u02LSXZ1U：  这个案例好，大家学习领会一下。[偷笑],0,2012-08-02,1,1
mkpkeuJ7U1,43,m,True,1,u0AGHVQL3,1,微博桌面,0,//@uDZTFWZNX： [奥特曼]//@uJ2OAAMDQ：  自甘堕落，能怨何人？,0,2012-08-02,1,1
mGvnbwnJcb,81,f,True,1,uTS2YKAIH,0,新浪微博,0,//@uEMBA4XVB：  转发微博,0,2012-08-02,1,1
mU5BbRt7v0,81,f,True,1,uTS2YKAIH,1,HTC One V,0,[哈哈]//@uZXY0QZSK： [bed凌乱]//@uW0EGCVML：  //@uMLL53ARY：  donate your sister，捐你妹[哈哈],0,2012-08-02,1,1
mCCMzHzw6s,81,f,True,1,uTS2YKAIH,0,HTC One V,0,//@ukn： 张老师作为中南海特邀参加北戴河会议的汉奸集团唯一代表，一定要把握好机会为党为国为民参政议政啊。不要学那个中国老年报的 @uB5FX524L： 刘十八，当选了十八个大那个表，脑子里还在想十八摸哈。,0,2012-08-02,1,1
mCVhSNZC9s,100,m,False,1,uHJXJTT2M,1,新浪微博,0,网友为了表达一种态度，不惜花费几小时甚或几十几百小时制作此图片，看后不得不转发！,0,2012-08-02,1,1
mJKOgayyNf,100,m,False,0,uHJXJTT2M,0,新浪微博,1,网友为了表达一种态度，不惜花费几小时甚或几十几百小时制作此图片，看后不得不转发！,0,2012-08-02,1,1
mSagfw5l7T,11,m,True,0,uUPWF0CG0,0,新浪微博,1,【特权才是中国问题的根本】什么叫特权?法律管不住他，他不守法你没办法。各地都有人可以不遵守交通规则，北京是最典型的。我就住在钓鱼台旁边，每天都有特权者来来往往，他一来就交通管制，别人都不能走，就他能走，他凭什么就可以违反交通规则?---茅于轼,0,2012-08-02,0,1
mpGgdMGjog,81,m,True,0,uEMBR2I52,0,iPhone客户端,0,剛收到的電話信息：上面對周不會有所行動，18前不會18後也不會；大海鐵定入常！報告完畢，睡覺〜,0,2012-08-02,1,1
m80vPpNIVp,11,m,True,1,uTZ5YJIJZ,1,Android客户端,0,请问，能说粗话吗？啊，不能。那允许我弱弱地问一句，在我的祖国，能以此类推吗？/@uP2ZBGX22： //@uHQYBG1MI： //@任卫新,0,2012-08-02,1,1
mevD38SXbO,11,m,True,0,uZXYRDJKT,0,皮皮时光机,1,【泰晤士报：中国体育培训太残酷 再多金牌也不值】中国体育训练残酷，大量被淘汰运动员身心粉碎，即使赢1000枚金牌都不值如此代价。中国希望利用运动员取得成功来展示其政权的胜利，正如前苏联和东德，然而，精英体育成功不能说明政治文化的美德，它往往显示了一种不自信和道德缺陷。（福布斯）  ,0,2012-08-02,0,1
mU5Bbcjw9a,44,m,True,1,u3515IV12,0,新浪微博手机版,0,//@uPA3D4FH4： 还有精神损害没有赔偿：“余女士说，她每天都会登录微博，倾注大量时间和感情，封闭微博伤害了她的感情。”//@u0VPNA0TQ：  学习！有用！//@u02LSXZ1U：  这个案例好，大家学习领会一下。[偷笑],0,2012-08-02,1,1
m2XwFCMma0,11,m,True,1,uUPW2XOPY,0,iPhone客户端,0,这个可以推广。,0,2012-08-02,1,1
mRcq36Xe4m,100,m,True,1,uJWAZDPPC,1,新浪微博,0,小白鸽给人最不好的印象，就是为人不老实。,0,2012-08-02,1,1
mtqxonIdEn,100,m,True,1,uJWAZDPPC,1,新浪微博,0,小白鸽掌舵中国红十字会以来业绩如何？只需看有几个人给红十字会捐款就知道了。,0,2012-08-02,1,1
mkbQM7Wu68,100,m,True,1,uJWAZDPPC,1,新浪微博,0,如果小白鸽这个态度，我相信她无力回天中国红十字会。,0,2012-08-02,1,1
mr3TCRTNYJ,11,m,True,1,uONPWRDXM,0,新浪微博,0,人人都说立案难，都骂基层法院立案庭法官违法。其实，根子在这里。讲什么法治社会，最高法院的人都不懂法！//@uMMS5B20Q：  司法倒退的一份书证：最高人民法院规定对有些案件的起诉，法院可以不受理，也不出具法律文书。[闪电],0,2012-08-02,1,1
mP6LDc3ri3,11,m,True,1,uWWBW41XG,0,新浪微博,0,转发微博,0,2012-08-02,1,1
mc97o1NW2l,11,m,True,0,uZQX0O5PF,0,新浪微博,0,已经有媒体预订晚上让我点评商品房预售制度取消的消息，我直接说：如果今天晚上这消息属实，我唯一的点评是：共产党万岁！但，我获得这个点评的概率是零。这个制度尽管不合理，很操蛋。但里面的利益博弈非常大，能够在政策层面开始研究取消，就已经了不起了。真的取消，等下届吧。本届，呵呵，呵呵。,0,2012-08-02,1,1
m1pB7RY7J,12,m,False,1,u02HXZUJK,0,新浪微博,0,//@uZQX00EFR：  一直在绞尽脑汁赚钱~~我靠这先赔上钱了，这可怎么搞下去啊//@uB5N2EH5B：  这回新浪可要破产了… //@uLCMY22PK： //@ukn： 转@uR1WOGA5X： @uGL2RIKX1： //@uDGURKQA5：  嗯，大家都说我们家可以发财了。。。。,0,2012-08-02,1,1
mSFGltcutr,11,m,True,1,uPKFYM03E,0,Weico.HD,0, //@ukn：  说白了就是内外上下勾结瓜分国有资产//@u3FTWRTQ4： 转发微博,0,2012-08-02,1,1
mCCMCipG27,44,m,True,1,uTS2GK5VD,1,HTC One X,0,官本思维，其他的你们懂的!//@u1CIXXJFL： #请插入话题名称#//@uLUCK4PV1： 为什么，谁能说得清？,0,2012-08-02,1,1
mCCMJLPNwq,11,m,True,0,uDZP0RUSJ,0,关联博客,0,荣剑：中国十问——决定中国未来命运的十个问题 http://t.cn/zWNltp0,0,2012-08-02,1,1
mZmNaRRiYS,11,m,True,0,uZQXR2F5Q,0,共识网,0,荣剑：中国十问——决定中国未来命运的十个问题(3)_共识网 http://t.cn/zWNOeqg    推荐好文。,0,2012-08-02,1,1
mCCMJLmG4E,11,m,True,0,uZQXR2F5Q,0,共识网,0,荣剑：中国十问——决定中国未来命运的十个问题(2)_共识网 http://t.cn/zWNlq5f    好文！,0,2012-08-02,1,1
mxOb05NkKf,44,m,True,1,uQHC5CLCU,0,Windows.Phone客户端,0,//@u5KYLZMNK： //@uR1WBCUEN：  【嫖宿幼女之用！】//@uP2ZOEAEQ：  启动! //@uEMB52STC： D的好干部 //@uRSRGKPY4：  //@uZQXIW4FL：  [话筒],0,2012-08-02,1,1
m9I3ZHMTJJ,400,m,True,0,uMMS35GO4,0,新浪微博,1,#gif# 洗洗睡吧 [c無語],0,2012-08-02,1,1
mU5Bbd5LSG,100,m,True,1,uEMBZ1FIA,0,iPhone客户端,0,美丽的秋海棠就这样变成了鸡形。,0,2012-08-02,1,1
mNle6DU72M,11,m,True,1,uII5KRM5B,0,微博搜索,0,【向谁投降】坦率地说，这篇《敦促新华社等投降书》模仿得不错，深得毛体的霸气与傲气。我分三次转@uFAZ0UXI： 的评论，似乎捅翻了马蜂窝。作为旁观者，我要说，在敦促新华社投降前，是否将不申辩的中国代表团缉拿归案？是否将公开向球迷道歉的李永波一并通缉？醒醒吧。狂热爱国会害国，听听杂音没坏处。,0,2012-08-02,1,1
mH4j0PRjwv,100,m,False,0,u0VPDTPM3,0,新浪微博,1,【毛家天下】毛66年成“神”后，毛夫人权倾天下不再赘述，女儿李讷历任《解放军报》总编、中央文革办事组组长、主席联络员、北京市委副书记。侄子毛远新历任辽宁革委会副主任、沈阳军区政委、主席联络员（最高指示直接传达者，权极大）。表侄女王曼恬任天津市委书记。王曼恬侄女王海容任外交部副部长。,0,2012-08-02,1,1
mL2dO2gndp,44,m,True,0,uQHC3FK2L,0,优酷网连接分享,0,【舆情观察室：招聘王八一只】社会聚焦：银行招聘王八，录取男女有别。城市扫描：北京淹死你，监考脱你妹。商业观察：啥奶都靠不住。读懂网络生态，洞察网络舆情，分析网络特性，结构传播链条……诚招代班主持人，男女不限，年龄不限，学历不限。亲们转发下，把我换掉：http://t.cn/zWNJ9mO,0,2012-08-02,1,1
mJKOtunNVy,44,m,True,1,uDGURV453,0,iPhone客户端,0,预言往往不靠谱，但现实也常常很戏剧。 //@uHRVNSLYV： //@uP2ZPJZEF： //@uLCMBWDKV：  十年内，意思是很快就会到来了？[疑问][思考],0,2012-08-02,1,1
mNpIodDnfm,31,m,True,1,uEMBQRAT5,0,新浪微博,0,你以为袁大头是袁大头？//@uQSM5RWKU：  你也有泄气的时候。。。,0,2012-08-02,1,1
mGxspsgZ2j,31,m,True,1,uEMBQRAT5,0,新浪微博,0,回复@uBIBPGQKO： 王首席上任后，最高向前一步都不肯，倒退一泻千里。 //@uBIBPGQKO： 这不是最高法院的文件吧，行文内容怎么象某个政府部委办的？//@uEMBQRAT5：  最高法院真是带头违法。//@uK3R52KFN：  最高法院竟然能书面下达这种指示，反正我是挺佩服的。 //@uEMBQRAT5： 最高法院真是带头违法。,0,2012-08-02,1,1
m1pvGmC49,31,m,True,1,uEMBQRAT5,0,新浪微博,0,最高法院真是带头违法。//@uK3R52KFN：  最高法院竟然能书面下达这种指示，反正我是挺佩服的。,0,2012-08-02,1,1
mwQSEYGSJW,31,m,True,1,uEMBQRAT5,0,新浪微博,0,李庄起诉中青报的案件不受理，也是最高做的孽。//@uMMS5B20Q：  司法倒退的一份书证：最高人民法院规定对有些案件的起诉，法院可以不受理，也不出具法律文书。[闪电],0,2012-08-02,1,1
mQFyqKP4Un,11,m,False,1,uBIBMMFID,0,新浪微博手机版,0,转,0,2012-08-02,1,1
mA353F212K,44,m,True,1,uLCMKEBWR,1,红围脖iPhone客户端,0,我被删了无数条微博，还转没了很多朋友的微博，应该索赔多少钱呢？[太开心],0,2012-08-02,1,1
mkpkNrsn0Y,44,m,True,1,uHRVDY2NA,0,iPhone客户端,0,呸!你们从来提高的就不是服务质量，而是毫无道德底线地＂服务＂人民!//@uR1WOGA5X： 红会收钱收成了习惯。 //@uLUCYJACL： 明白了吧，红会与交通局是一个定位啊，与救死扶伤毫无关系！,0,2012-08-03,1,1
mdOERopb0k,43,m,True,1,uNEGTPB2Y,0,新浪微博,0,在京师，这算一般的标准了。国家住建部一年的公务接待预算不够吃一餐，国务院应给其颁奖。,0,2012-08-03,1,1
mZmNPogXXn,50,m,False,0,uJWI2HJPF,0,Dell平板电脑,1,【呸！知耻吗】中新网8月2日电 ：中国红十字会常务副会长赵白鸽今日对“7.21”北京大雨之后有遇难者家属收到北京红会开出620块钱运尸费一事作出回应，称620块钱是经过北京物价局和卫生局批准的……评：这气派，这官威，这权势，这理论！呸！,0,2012-08-03,1,1
mj41NpdN8S,400,m,False,0,uZNJ01PKV,0,iPhone客户端,0,福布斯向英文读者介绍了一个新的汉字词语，“donate your sister”，捐你妹。作者解释说，动词+你妹是中文里的一种诅咒方式(“action word + your sister” is a Chinese way of cursing)。http://t.cn/zWNgsdB（昨晚发的被删了）,0,2012-08-03,1,1
m60JZA4y7S,400,m,False,0,uZNJ01PKV,0,新浪微博,0,1988年汉城奥运会，前苏联奖牌榜第一，民主德国奖牌榜第二。几年以后，这两家都不存在了。自从知道这件事以后，每天我就特别关注伦敦奥运会奖牌榜。中国运动员，加油！,0,2012-08-03,1,1
m9I3UT4RFx,11,m,True,1,uTZ5MMRPC,1,新浪微博,0,回复@ukn： 方老师今年在国外去世了。右后是大名鼎鼎刘老师，当时还是小青年一个。 //@ukn： 只认得方老师 //@uTZ5MMRPC： 多年不见贵品兄，问好。 //@uDZTTPN1M：  在永久消失的《深圳青年报》编辑部 //@uBIBNKMSQ：  刘老师,0,2012-08-03,1,1
mgYzGVQcBo,11,m,True,1,uTZ5MMRPC,1,新浪微博,0,多年不见贵品兄，问好。//@uDZTTPN1M：  在永久消失的《深圳青年报》编辑部//@uBIBNKMSQ：  刘老师,0,2012-08-03,1,1
mxObf1VsVe,33,m,False,0,uJ2O0JO05,0,新浪微博,1,【温州网友曝武汉官员一顿饭吃了10余万？】@uDZPUGWID： 供稿称：“一位在武汉某酒店兼职服务员的MM朋友跟我说：今天几位政府官员在这酒店吃了10万多，还是打了六折后的结果，中国的腐败真的是已经日常化了。虽然不是发生在温州的事情，但是这种事情确实很普遍啊！”（点击图片，查看大图）,0,2012-08-03,0,1
mEjuWFBZzE,400,m,False,0,uQHC5X3WI,0,点点网,0,【毛主席纪念堂申遗之声又起 激起嘘声一片】美国之音 美国东部时间: 05:34 2012年08月03日星期五 丁力 08.03.2012 香港 – 北京东城区文化当局考虑把天安门广场上的毛主席纪念堂纳入申报联合国文化遗产的北京中轴线…http://t.cn/zWpXKwJ,0,2012-08-03,0,1
mgwZtxaBbZ,11,m,True,1,uCBTGHNKA,0,iPhone客户端,0,这位台上的有慈善相吗？ //@uR1WOGA5X： 红会收钱收成了习惯。 //@uLUCYJACL： 明白了吧，红会与交通局是一个定位啊，与救死扶伤毫无关系！,0,2012-08-03,1,1
mCCM4r3oHt,13,m,True,1,uLCMTFKHF,0,三星android智能手机,0,//@uGL2XM5G4： //@ukn：  让事实和人心说话。 //@ukn： 同意右边 //@uS5WHSVFE： 文革残暴甚于纳粹，看到对文革说好话的就想骂SB //@uP2ZMN20R： 与之比肩的还有大兴的祖孙对话：奶奶，迷眼！----过会就不迷了！ //@uB4GIUN5O：  //@uTZ5GRZW5：  這麽早就活體取器官？怪不得現在駕輕就熟。,0,2012-08-03,1,1
mSFG16Jbxv,81,m,True,1,u1CR2S25D,1,新浪微博,0,推荐高华的《革命年代》以及《红太阳是怎样升起的》。,0,2012-08-03,1,1
mUEWhBnL6s,11,m,True,1,uB4GXGTJA,1,新浪微博,0,挂在墙上的毛，昼夜注视着躺在广场上的毛，以他一句顶一万句的超群智慧和万岁万万岁的高瞻远瞩，一眼会看出，这个国家所谓的心脏其实是一块腊肉。[偷笑] //@ukn：  回复@uHQY4XJHA： 中华民族为何总是多灾多难？从风水学的角度来看，一具尸体放在国家的厅堂上，是多么的晦气！……,0,2012-08-03,1,1
m0WIuSBAbm,11,f,True,1,u1CI0QEWB,0,iPhone客户端,0,孩子们不知道的事情很多，且教育导致他们认为：事只要不关自己，大可不必知道⋯ 悲哀！祈祷亡灵安息[蜡烛] //@uHJX4M24G： 王兄一路平安。//@uII5S5OV1：  //@uHJX4M24G：  回复@uDG0TJEVK： 你不信吗？可以回家问问你的家长。 //@uDG0TJEVK： 回复@u351ULZ5Y： 这种垃圾谣言，也就你们这帮苦逼信。 //@uHJX4M24G： 罪孽深重！,0,2012-08-03,1,1
mtqxiwRLnQ,44,m,True,1,uTS2JSGX3,1,iPhone客户端,0,查真相！ //@uJWAAIBSS： 求真相！//@uATZPZM2C：  丧尽天良。,0,2012-08-03,1,1
mZwaSWVAU7,11,m,True,1,uQHC3MHXG,0,新浪微博,0,//@uWWBV1FJL：  真的假的？令人发指！！,0,2012-08-03,1,1
mpGcXaHCSE,11,m,True,1,uATZY3LKC,1,iPad客户端,0, //@ukn：  救救台州！暴风扩！,0,2012-08-03,1,1
mtqxi4AhHI,11,m,True,1,uATZMDTAU,1,新浪微博,0,//@uRULW5V2：  择业的偏好反映了社会激励机制的严重扭曲，优秀人才流向财富再分配（分利）部门一一政府，而不是创造财富的企业。分利活动的高收益不仅吸引大学生，而且诱使企业投资于政府关系，不屑研发与创新，结果经济停滞，社会腐败。所谓中等收入陷阱，与分利活动和分利阶层的形成有很大关系。,0,2012-08-03,1,1
mEjuakLsIX,37,m,True,1,u3515QCKO,1,新浪微博,0,回复@u1CIU4T1X： 无论起因如何，启东市长还是值得敬佩的，被扒了衣服，仍然冷静对待，没有动用警力，这应该是我国官员处理民意事件的典范。 //@u1CIU4T1X： 怎么没有动用警察？,0,2012-08-03,1,1
m2D8LcHhBc,11,f,True,1,uTZ5CXEDL,1,新浪微博,0,不是第一次了[怒][怒]如果这是谣言，辟谣的都是孙子,0,2012-08-03,1,1
mSaggTNBqx,31,f,True,1,uB5N45OEM,1,新浪微博,0,不可如此强行。 //@uB4GIDJSW： 这是杀人[怒] //@uSIALDTDK：  //@uQHCWGMB0：  人渣啊 //@uSIA35YMB：  太没人性 ！ //@uKB5UJ22V： 请像男人一样去保护你的妻女！！ //@uEMBV02AE： 如果是我家里人出了这样的事情，我就让这帮计生委的人去见阎王，看他们以后还敢祸害人命 //@uQZ0ZMTYP：  揭竿!,0,2012-08-03,1,1
mnVmQkoS9s,11,f,True,1,uMMSDZMP5,0,新浪微博,0,//@uR1WOGA5X：  红会收钱收成了习惯。 //@uLUCYJACL： 明白了吧，红会与交通局是一个定位啊，与救死扶伤毫无关系！,0,2012-08-03,1,1
mQFy735OcT,31,m,True,1,uK3RZZQRS,1,新浪微博,0,如果这是一份政府工作报告.....//@uP2ZKNHEX：  转发微博。,0,2012-08-03,1,1
mVZVqVqEe2,31,m,False,1,uII5Y5Z54,0,iPhone客户端,0,也好，jcwn //@uUPCX3QDL： 只配被铲掉。 //@uPVDSUEDG：  拜托，赶快铲掉吧！  //@uUPCX3QDL： 彼得-弗拉基米尔是共产国际驻中共区的联络员，从1942年5月到45年11月，一直在延安。,0,2012-08-03,1,1
